"order_id","pizza_id","order_datetime","quantity","total_price"
24,"69","2015-01-01 14:23:01",1,"12.5"
24,"45","2015-01-01 14:23:01",1,"12.5"
25,"4","2015-01-01 14:44:44",1,"16.25"
25,"74","2015-01-01 14:44:44",1,"20.75"
26,"37","2015-01-01 14:54:26",1,"12"
26,"82","2015-01-01 14:54:26",1,"20.25"
27,"44","2015-01-01 15:11:17",1,"20.75"
27,"54","2015-01-01 15:11:17",1,"16"
27,"23","2015-01-01 15:11:17",1,"20.25"
28,"78","2015-01-01 15:35:46",1,"12.75"
29,"85","2015-01-01 15:41:01",1,"12"
30,"74","2015-01-01 15:41:25",1,"20.75"
31,"24","2015-01-01 15:50:18",1,"16"
31,"28","2015-01-01 15:50:18",1,"9.75"
32,"56","2015-01-01 15:53:18",1,"12"
32,"21","2015-01-01 15:53:18",1,"20.25"
32,"36","2015-01-01 15:53:18",1,"20.5"
32,"39","2015-01-01 15:53:18",1,"16.5"
33,"44","2015-01-01 15:54:08",1,"20.75"
33,"85","2015-01-01 15:54:08",1,"12"
34,"48","2015-01-01 16:21:21",1,"12"
35,"59","2015-01-01 16:32:04",1,"16"
35,"35","2015-01-01 16:32:04",1,"17.5"
35,"69","2015-01-01 16:32:04",1,"12.5"
35,"74","2015-01-01 16:32:04",1,"20.75"
36,"86","2015-01-01 16:54:09",1,"16.75"
36,"54","2015-01-01 16:54:09",1,"16"
37,"1","2015-01-01 16:56:09",1,"20.75"
37,"12","2015-01-01 16:56:09",1,"20.25"
38,"19","2015-01-01 17:03:00",1,"10.5"
38,"36","2015-01-01 17:03:00",1,"20.5"
39,"1","2015-01-01 17:07:23",1,"20.75"
40,"15","2015-01-01 17:14:36",1,"17.95"
40,"8","2015-01-01 17:14:36",1,"12.75"
41,"89","2015-01-01 17:15:20",1,"14.75"
41,"85","2015-01-01 17:15:20",1,"12"
42,"56","2015-01-01 17:28:09",1,"12"
42,"20","2015-01-01 17:28:09",1,"18.5"
42,"12","2015-01-01 17:28:09",1,"20.25"
42,"25","2015-01-01 17:28:09",1,"16.5"
43,"64","2015-01-01 17:38:34",1,"16.75"
43,"39","2015-01-01 17:38:34",1,"16.5"
43,"51","2015-01-01 17:38:34",1,"20.75"
44,"65","2015-01-01 17:54:20",1,"12.5"
45,"15","2015-01-01 17:55:48",1,"17.95"
45,"19","2015-01-01 17:55:48",1,"10.5"
45,"61","2015-01-01 17:55:48",1,"16.75"
46,"66","2015-01-01 18:25:51",1,"20.75"
46,"29","2015-01-01 18:25:51",1,"20.5"
46,"61","2015-01-01 18:25:51",1,"16.75"
47,"79","2015-01-01 18:26:34",1,"20.75"
47,"67","2015-01-01 18:26:34",1,"12"
48,"43","2015-01-01 18:26:42",1,"16.75"
48,"85","2015-01-01 18:26:42",1,"12"
48,"60","2015-01-01 18:26:42",1,"20.75"
48,"33","2015-01-01 18:26:42",1,"20.75"
49,"75","2015-01-01 18:33:00",1,"20.25"
50,"55","2015-01-01 18:41:01",1,"25.5"
51,"44","2015-01-01 18:48:28",1,"20.75"
51,"35","2015-01-01 18:48:28",1,"17.5"
52,"17","2015-01-01 18:53:02",1,"16.5"
52,"12","2015-01-01 18:53:02",1,"20.25"
52,"33","2015-01-01 18:53:02",1,"20.75"
53,"91","2015-01-01 18:54:17",1,"11"
53,"57","2015-01-01 18:54:17",1,"16.5"
54,"7","2015-01-01 19:01:45",1,"16.5"
54,"74","2015-01-01 19:01:45",1,"20.75"
55,"62","2015-01-01 19:03:19",1,"12.5"
55,"33","2015-01-01 19:03:19",1,"20.75"
56,"54","2015-01-01 19:07:00",1,"16"
56,"11","2015-01-01 19:07:00",1,"20.25"
56,"14","2015-01-01 19:07:00",1,"16.75"
57,"54","2015-01-01 19:10:51",1,"16"
58,"20","2015-01-01 19:30:40",1,"18.5"
58,"69","2015-01-01 19:30:40",1,"12.5"
59,"5","2015-01-01 19:40:08",1,"12.75"
59,"91","2015-01-01 19:40:08",1,"11"
59,"18","2015-01-01 19:40:08",1,"15.25"
60,"66","2015-01-01 20:05:16",1,"20.75"
60,"89","2015-01-01 20:05:16",1,"14.75"
61,"86","2015-01-01 20:08:43",1,"16.75"
61,"1","2015-01-01 20:08:43",1,"20.75"
62,"86","2015-01-01 20:50:16",1,"16.75"
62,"57","2015-01-01 20:50:16",1,"16.5"
63,"52","2015-01-01 20:51:42",1,"14.5"
64,"56","2015-01-01 20:52:08",1,"12"
65,"91","2015-01-01 21:16:00",1,"11"
65,"68","2015-01-01 21:16:00",1,"12.25"
65,"9","2015-01-01 21:16:00",1,"12.5"
65,"57","2015-01-01 21:16:00",1,"16.5"
66,"54","2015-01-01 21:47:55",1,"16"
66,"10","2015-01-01 21:47:55",1,"16"
67,"79","2015-01-01 22:03:40",1,"20.75"
68,"54","2015-01-01 22:07:32",1,"16"
68,"1","2015-01-01 22:07:32",1,"20.75"
68,"39","2015-01-01 22:07:32",1,"16.5"
69,"44","2015-01-01 22:12:13",1,"20.75"
70,"5","2015-01-02 11:38:51",1,"12.75"
70,"30","2015-01-02 11:38:51",1,"20.75"
71,"74","2015-01-02 11:40:50",1,"20.75"
72,"23","2015-01-02 11:57:25",1,"20.25"
73,"27","2015-01-02 11:58:56",1,"12.75"
74,"20","2015-01-02 12:01:12",1,"18.5"
74,"12","2015-01-02 12:01:12",1,"20.25"
74,"65","2015-01-02 12:01:12",1,"12.5"
74,"49","2015-01-02 12:01:12",1,"20.75"
75,"16","2015-01-02 12:10:15",1,"12.5"
75,"11","2015-01-02 12:10:15",1,"20.25"
75,"84","2015-01-02 12:10:15",1,"20.5"
76,"56","2015-01-02 12:21:17",1,"12"
76,"17","2015-01-02 12:21:17",1,"16.5"
76,"53","2015-01-02 12:21:17",1,"21"
76,"33","2015-01-02 12:21:17",1,"20.75"
77,"86","2015-01-02 12:22:46",1,"16.75"
77,"40","2015-01-02 12:22:46",1,"13.25"
78,"56","2015-01-02 12:28:14",1,"12"
78,"37","2015-01-02 12:28:14",1,"12"
78,"15","2015-01-02 12:28:14",1,"17.95"
78,"10","2015-01-02 12:28:14",1,"16"
78,"33","2015-01-02 12:28:14",3,"62.25"
78,"27","2015-01-02 12:28:14",1,"12.75"
79,"36","2015-01-02 12:29:11",1,"20.5"
79,"91","2015-01-02 12:29:11",1,"11"
79,"74","2015-01-02 12:29:11",1,"20.75"
80,"28","2015-01-02 12:35:38",1,"9.75"
80,"61","2015-01-02 12:35:38",1,"16.75"
81,"74","2015-01-02 12:40:01",1,"20.75"
82,"56","2015-01-02 12:45:51",1,"12"
82,"63","2015-01-02 12:45:51",1,"16.75"
82,"33","2015-01-02 12:45:51",1,"20.75"
82,"90","2015-01-02 12:45:51",1,"16"
83,"8","2015-01-02 12:53:27",1,"12.75"
84,"18","2015-01-02 13:13:41",1,"15.25"
85,"54","2015-01-02 13:34:49",1,"16"
85,"37","2015-01-02 13:34:49",1,"12"
85,"1","2015-01-02 13:34:49",1,"20.75"
85,"76","2015-01-02 13:34:49",1,"16"
86,"17","2015-01-02 13:40:31",1,"16.5"
87,"10","2015-01-02 14:01:02",1,"16"
87,"24","2015-01-02 14:01:02",1,"16"
87,"49","2015-01-02 14:01:02",1,"20.75"
87,"42","2015-01-02 14:01:02",1,"12.5"
88,"20","2015-01-02 14:10:08",1,"18.5"
89,"30","2015-01-02 14:30:19",1,"20.75"
89,"74","2015-01-02 14:30:19",1,"20.75"
90,"75","2015-01-02 15:08:48",1,"20.25"
90,"27","2015-01-02 15:08:48",1,"12.75"
91,"44","2015-01-02 15:14:43",2,"41.5"
91,"83","2015-01-02 15:14:43",1,"12.75"
91,"28","2015-01-02 15:14:43",1,"9.75"
92,"86","2015-01-02 15:17:02",1,"16.75"
92,"1","2015-01-02 15:17:02",1,"20.75"
92,"39","2015-01-02 15:17:02",1,"16.5"
92,"5","2015-01-02 15:17:02",1,"12.75"
92,"69","2015-01-02 15:17:02",1,"12.5"
92,"25","2015-01-02 15:17:02",1,"16.5"
92,"81","2015-01-02 15:17:02",1,"12"
92,"42","2015-01-02 15:17:02",1,"12.5"
92,"76","2015-01-02 15:17:02",2,"32"
93,"4","2015-01-02 15:29:31",1,"16.25"
94,"10","2015-01-02 16:17:16",1,"16"
94,"8","2015-01-02 16:17:16",1,"12.75"
95,"72","2015-01-02 16:18:04",1,"12"
95,"51","2015-01-02 16:18:04",1,"20.75"
96,"72","2015-01-02 16:21:20",1,"12"
97,"56","2015-01-02 16:45:33",1,"12"
98,"29","2015-01-02 17:18:18",1,"20.5"
98,"84","2015-01-02 17:18:18",1,"20.5"
99,"1","2015-01-02 17:45:42",1,"20.75"
100,"17","2015-01-02 17:46:17",1,"16.5"
101,"32","2015-01-02 17:51:33",1,"20.75"
101,"18","2015-01-02 17:51:33",1,"15.25"
101,"30","2015-01-02 17:51:33",1,"20.75"
101,"41","2015-01-02 17:51:33",1,"16.5"
102,"31","2015-01-02 17:54:04",1,"12.75"
102,"45","2015-01-02 17:54:04",1,"12.5"
103,"42","2015-01-02 18:02:09",1,"12.5"
104,"86","2015-01-02 18:02:12",1,"16.75"
104,"64","2015-01-02 18:02:12",1,"16.75"
104,"22","2015-01-02 18:02:12",1,"16.75"
104,"82","2015-01-02 18:02:12",1,"20.25"
105,"19","2015-01-02 18:12:01",2,"21"
105,"18","2015-01-02 18:12:01",1,"15.25"
105,"7","2015-01-02 18:12:01",1,"16.5"
106,"12","2015-01-02 18:12:13",1,"20.25"
106,"33","2015-01-02 18:12:13",1,"20.75"
107,"32","2015-01-02 18:25:09",1,"20.75"
107,"39","2015-01-02 18:25:09",1,"16.5"
107,"33","2015-01-02 18:25:09",1,"20.75"
373,"83","2015-01-07 11:45:18",1,"12.75"
107,"82","2015-01-02 18:25:09",1,"20.25"
108,"29","2015-01-02 18:25:25",1,"20.5"
108,"17","2015-01-02 18:25:25",1,"16.5"
108,"49","2015-01-02 18:25:25",1,"20.75"
109,"36","2015-01-02 18:27:50",1,"20.5"
109,"1","2015-01-02 18:27:50",1,"20.75"
109,"69","2015-01-02 18:27:50",1,"12.5"
109,"60","2015-01-02 18:27:50",1,"20.75"
110,"56","2015-01-02 18:36:19",1,"12"
110,"84","2015-01-02 18:36:19",1,"20.5"
110,"30","2015-01-02 18:36:19",1,"20.75"
110,"9","2015-01-02 18:36:19",1,"12.5"
111,"63","2015-01-02 18:38:01",1,"16.75"
111,"20","2015-01-02 18:38:01",1,"18.5"
111,"69","2015-01-02 18:38:01",1,"12.5"
111,"73","2015-01-02 18:38:01",1,"20.75"
112,"28","2015-01-02 18:41:40",1,"9.75"
113,"32","2015-01-02 18:50:21",1,"20.75"
113,"12","2015-01-02 18:50:21",1,"20.25"
113,"14","2015-01-02 18:50:21",1,"16.75"
114,"18","2015-01-02 18:59:32",1,"15.25"
114,"68","2015-01-02 18:59:32",1,"12.25"
115,"56","2015-01-02 19:05:17",1,"12"
115,"84","2015-01-02 19:05:17",1,"20.5"
115,"61","2015-01-02 19:05:17",1,"16.75"
116,"20","2015-01-02 19:18:49",1,"18.5"
117,"25","2015-01-02 19:23:02",1,"16.5"
117,"75","2015-01-02 19:23:02",1,"20.25"
118,"60","2015-01-02 19:26:59",1,"20.75"
118,"81","2015-01-02 19:26:59",1,"12"
119,"89","2015-01-02 19:32:29",1,"14.75"
120,"37","2015-01-02 19:35:07",1,"12"
120,"19","2015-01-02 19:35:07",1,"10.5"
120,"23","2015-01-02 19:35:07",1,"20.25"
121,"86","2015-01-02 19:38:48",1,"16.75"
121,"15","2015-01-02 19:38:48",1,"17.95"
121,"75","2015-01-02 19:38:48",1,"20.25"
121,"79","2015-01-02 19:38:48",1,"20.75"
122,"39","2015-01-02 19:50:19",1,"16.5"
123,"6","2015-01-02 20:12:09",1,"12"
124,"31","2015-01-02 20:12:34",1,"12.75"
124,"75","2015-01-02 20:12:34",1,"20.25"
124,"33","2015-01-02 20:12:34",1,"20.75"
124,"48","2015-01-02 20:12:34",1,"12"
125,"55","2015-01-02 20:31:06",1,"25.5"
126,"82","2015-01-02 20:53:42",1,"20.25"
127,"69","2015-01-02 20:58:23",1,"12.5"
128,"9","2015-01-02 21:05:06",1,"12.5"
129,"56","2015-01-02 21:13:02",1,"12"
129,"76","2015-01-02 21:13:02",1,"16"
130,"19","2015-01-02 21:14:55",1,"10.5"
130,"36","2015-01-02 21:14:55",1,"20.5"
130,"24","2015-01-02 21:14:55",1,"16"
130,"8","2015-01-02 21:14:55",1,"12.75"
131,"66","2015-01-02 21:33:10",1,"20.75"
131,"20","2015-01-02 21:33:10",1,"18.5"
131,"85","2015-01-02 21:33:10",1,"12"
131,"42","2015-01-02 21:33:10",1,"12.5"
132,"28","2015-01-02 21:42:45",1,"9.75"
133,"44","2015-01-02 22:00:17",1,"20.75"
133,"17","2015-01-02 22:00:17",1,"16.5"
133,"48","2015-01-02 22:00:17",1,"12"
134,"56","2015-01-02 22:13:24",1,"12"
134,"79","2015-01-02 22:13:24",1,"20.75"
134,"42","2015-01-02 22:13:24",1,"12.5"
135,"82","2015-01-02 22:29:34",1,"20.25"
136,"20","2015-01-02 22:32:49",1,"18.5"
136,"62","2015-01-02 22:32:49",1,"12.5"
137,"11","2015-01-03 11:34:10",1,"20.25"
137,"28","2015-01-03 11:34:10",1,"9.75"
137,"41","2015-01-03 11:34:10",1,"16.5"
138,"63","2015-01-03 11:44:50",1,"16.75"
138,"15","2015-01-03 11:44:50",1,"17.95"
138,"53","2015-01-03 11:44:50",1,"21"
138,"4","2015-01-03 11:44:50",1,"16.25"
139,"20","2015-01-03 11:57:39",1,"18.5"
140,"45","2015-01-03 12:26:44",1,"12.5"
140,"90","2015-01-03 12:26:44",1,"16"
141,"54","2015-01-03 13:16:01",1,"16"
142,"59","2015-01-03 13:33:59",1,"16"
143,"50","2015-01-03 13:41:36",1,"12.75"
143,"37","2015-01-03 13:41:36",1,"12"
143,"17","2015-01-03 13:41:36",1,"16.5"
143,"24","2015-01-03 13:41:36",1,"16"
143,"18","2015-01-03 13:41:36",1,"15.25"
143,"45","2015-01-03 13:41:36",1,"12.5"
143,"74","2015-01-03 13:41:36",1,"20.75"
143,"90","2015-01-03 13:41:36",1,"16"
144,"86","2015-01-03 13:44:28",3,"50.25"
144,"56","2015-01-03 13:44:28",1,"12"
144,"32","2015-01-03 13:44:28",1,"20.75"
144,"43","2015-01-03 13:44:28",1,"16.75"
144,"20","2015-01-03 13:44:28",1,"18.5"
144,"15","2015-01-03 13:44:28",1,"17.95"
144,"91","2015-01-03 13:44:28",1,"11"
144,"79","2015-01-03 13:44:28",1,"20.75"
144,"8","2015-01-03 13:44:28",1,"12.75"
144,"33","2015-01-03 13:44:28",1,"20.75"
144,"61","2015-01-03 13:44:28",1,"16.75"
144,"82","2015-01-03 13:44:28",1,"20.25"
145,"48","2015-01-03 13:53:48",1,"12"
146,"32","2015-01-03 14:22:10",1,"20.75"
146,"89","2015-01-03 14:22:10",1,"14.75"
146,"40","2015-01-03 14:22:10",1,"13.25"
147,"55","2015-01-03 14:32:51",1,"25.5"
148,"87","2015-01-03 14:40:42",1,"12"
149,"3","2015-01-03 14:48:45",1,"16"
150,"69","2015-01-03 14:49:58",1,"12.5"
151,"79","2015-01-03 15:09:34",1,"20.75"
151,"42","2015-01-03 15:09:34",1,"12.5"
152,"19","2015-01-03 15:09:42",1,"10.5"
152,"23","2015-01-03 15:09:42",1,"20.25"
152,"27","2015-01-03 15:09:42",1,"12.75"
152,"76","2015-01-03 15:09:42",1,"16"
153,"24","2015-01-03 15:16:34",1,"16"
154,"45","2015-01-03 15:22:43",1,"12.5"
155,"83","2015-01-03 15:28:59",1,"12.75"
155,"84","2015-01-03 15:28:59",1,"20.5"
155,"18","2015-01-03 15:28:59",1,"15.25"
155,"51","2015-01-03 15:28:59",1,"20.75"
156,"46","2015-01-03 15:42:19",1,"16"
156,"74","2015-01-03 15:42:19",1,"20.75"
157,"1","2015-01-03 15:43:03",1,"20.75"
157,"71","2015-01-03 15:43:03",1,"16"
157,"4","2015-01-03 15:43:03",1,"16.25"
157,"13","2015-01-03 15:43:03",1,"16.5"
158,"22","2015-01-03 15:54:30",1,"16.75"
158,"61","2015-01-03 15:54:30",1,"16.75"
159,"15","2015-01-03 15:59:22",1,"17.95"
159,"61","2015-01-03 15:59:22",1,"16.75"
160,"54","2015-01-03 16:35:33",1,"16"
161,"19","2015-01-03 16:43:46",1,"10.5"
161,"41","2015-01-03 16:43:46",1,"16.5"
161,"55","2015-01-03 16:43:46",1,"25.5"
162,"56","2015-01-03 16:51:22",1,"12"
163,"40","2015-01-03 16:54:54",1,"13.25"
163,"18","2015-01-03 16:54:54",1,"15.25"
163,"76","2015-01-03 16:54:54",1,"16"
164,"32","2015-01-03 16:56:33",1,"20.75"
164,"69","2015-01-03 16:56:33",1,"12.5"
165,"7","2015-01-03 16:57:37",1,"16.5"
166,"45","2015-01-03 16:58:51",1,"12.5"
167,"44","2015-01-03 17:00:49",1,"20.75"
167,"39","2015-01-03 17:00:49",1,"16.5"
167,"69","2015-01-03 17:00:49",1,"12.5"
168,"56","2015-01-03 17:02:27",1,"12"
168,"90","2015-01-03 17:02:27",1,"16"
169,"15","2015-01-03 17:15:48",1,"17.95"
169,"6","2015-01-03 17:15:48",1,"12"
169,"4","2015-01-03 17:15:48",1,"16.25"
170,"17","2015-01-03 17:21:31",1,"16.5"
171,"46","2015-01-03 17:23:03",1,"16"
172,"72","2015-01-03 17:29:24",1,"12"
172,"57","2015-01-03 17:29:24",1,"16.5"
172,"74","2015-01-03 17:29:24",1,"20.75"
173,"63","2015-01-03 17:35:30",1,"16.75"
173,"54","2015-01-03 17:35:30",1,"16"
173,"82","2015-01-03 17:35:30",1,"20.25"
174,"56","2015-01-03 17:37:49",1,"12"
174,"32","2015-01-03 17:37:49",1,"20.75"
174,"63","2015-01-03 17:37:49",1,"16.75"
174,"10","2015-01-03 17:37:49",1,"16"
175,"1","2015-01-03 17:50:51",1,"20.75"
176,"32","2015-01-03 17:51:57",1,"20.75"
176,"25","2015-01-03 17:51:57",1,"16.5"
177,"72","2015-01-03 17:54:36",1,"12"
177,"74","2015-01-03 17:54:36",1,"20.75"
178,"51","2015-01-03 18:15:03",1,"20.75"
179,"17","2015-01-03 18:20:14",1,"16.5"
179,"4","2015-01-03 18:20:14",1,"16.25"
179,"67","2015-01-03 18:20:14",1,"12"
180,"29","2015-01-03 18:33:34",1,"20.5"
180,"60","2015-01-03 18:33:34",1,"20.75"
181,"12","2015-01-03 18:49:32",1,"20.25"
182,"88","2015-01-03 18:50:10",1,"23.65"
182,"51","2015-01-03 18:50:10",1,"20.75"
183,"46","2015-01-03 18:54:55",1,"16"
183,"73","2015-01-03 18:54:55",1,"20.75"
183,"65","2015-01-03 18:54:55",1,"12.5"
184,"17","2015-01-03 18:59:05",1,"16.5"
185,"4","2015-01-03 19:08:33",1,"16.25"
185,"65","2015-01-03 19:08:33",1,"12.5"
186,"12","2015-01-03 19:36:00",1,"20.25"
186,"79","2015-01-03 19:36:00",1,"20.75"
186,"73","2015-01-03 19:36:00",1,"20.75"
186,"74","2015-01-03 19:36:00",1,"20.75"
187,"20","2015-01-03 19:37:12",1,"18.5"
187,"73","2015-01-03 19:37:12",1,"20.75"
188,"20","2015-01-03 20:08:39",1,"18.5"
188,"28","2015-01-03 20:08:39",1,"9.75"
188,"51","2015-01-03 20:08:39",1,"20.75"
189,"56","2015-01-03 20:12:14",2,"24"
189,"27","2015-01-03 20:12:14",1,"12.75"
190,"44","2015-01-03 20:14:23",1,"20.75"
190,"89","2015-01-03 20:14:23",1,"14.75"
190,"91","2015-01-03 20:14:23",1,"11"
190,"60","2015-01-03 20:14:23",1,"20.75"
191,"32","2015-01-03 20:24:50",1,"20.75"
191,"64","2015-01-03 20:24:50",1,"16.75"
192,"68","2015-01-03 20:30:08",1,"12.25"
192,"79","2015-01-03 20:30:08",1,"20.75"
193,"56","2015-01-03 20:55:47",1,"12"
193,"63","2015-01-03 20:55:47",1,"16.75"
193,"34","2015-01-03 20:55:47",2,"41.5"
194,"31","2015-01-03 21:21:24",1,"12.75"
195,"44","2015-01-03 21:25:20",1,"20.75"
196,"68","2015-01-03 21:40:14",1,"12.25"
196,"41","2015-01-03 21:40:14",1,"16.5"
196,"90","2015-01-03 21:40:14",1,"16"
197,"15","2015-01-03 21:47:48",1,"17.95"
197,"36","2015-01-03 21:47:48",1,"20.5"
1499,"17","2015-01-26 11:33:33",1,"16.5"
197,"53","2015-01-03 21:47:48",1,"21"
197,"30","2015-01-03 21:47:48",1,"20.75"
198,"56","2015-01-03 21:55:42",1,"12"
198,"34","2015-01-03 21:55:42",1,"20.75"
199,"64","2015-01-03 22:10:38",1,"16.75"
200,"55","2015-01-03 22:24:05",1,"25.5"
201,"38","2015-01-03 22:29:59",1,"16.25"
201,"66","2015-01-03 22:29:59",1,"20.75"
201,"1","2015-01-03 22:29:59",1,"20.75"
201,"55","2015-01-03 22:29:59",1,"25.5"
202,"50","2015-01-03 22:50:29",1,"12.75"
203,"32","2015-01-04 11:30:48",1,"20.75"
203,"22","2015-01-04 11:30:48",1,"16.75"
203,"35","2015-01-04 11:30:48",1,"17.5"
203,"48","2015-01-04 11:30:48",1,"12"
204,"33","2015-01-04 11:36:25",1,"20.75"
205,"50","2015-01-04 11:43:54",1,"12.75"
205,"64","2015-01-04 11:43:54",1,"16.75"
205,"45","2015-01-04 11:43:54",1,"12.5"
206,"46","2015-01-04 11:45:10",1,"16"
206,"28","2015-01-04 11:45:10",1,"9.75"
206,"33","2015-01-04 11:45:10",1,"20.75"
207,"33","2015-01-04 12:03:58",1,"20.75"
208,"44","2015-01-04 12:12:05",1,"20.75"
208,"31","2015-01-04 12:12:05",1,"12.75"
208,"64","2015-01-04 12:12:05",1,"16.75"
208,"69","2015-01-04 12:12:05",1,"12.5"
208,"76","2015-01-04 12:12:05",1,"16"
209,"32","2015-01-04 12:29:17",1,"20.75"
210,"81","2015-01-04 12:34:13",1,"12"
211,"28","2015-01-04 12:54:20",1,"9.75"
212,"36","2015-01-04 13:16:03",1,"20.5"
213,"15","2015-01-04 13:20:39",1,"17.95"
214,"36","2015-01-04 13:39:16",1,"20.5"
214,"39","2015-01-04 13:39:16",1,"16.5"
214,"2","2015-01-04 13:39:16",1,"12"
214,"13","2015-01-04 13:39:16",1,"16.5"
215,"85","2015-01-04 13:44:49",1,"12"
216,"86","2015-01-04 14:31:56",1,"16.75"
216,"20","2015-01-04 14:31:56",1,"18.5"
216,"17","2015-01-04 14:31:56",1,"16.5"
217,"54","2015-01-04 14:35:03",1,"16"
217,"81","2015-01-04 14:35:03",1,"12"
218,"41","2015-01-04 14:35:11",1,"16.5"
219,"44","2015-01-04 14:42:01",1,"20.75"
219,"20","2015-01-04 14:42:01",1,"18.5"
219,"25","2015-01-04 14:42:01",1,"16.5"
219,"3","2015-01-04 14:42:01",1,"16"
220,"19","2015-01-04 15:31:59",1,"10.5"
220,"6","2015-01-04 15:31:59",1,"12"
220,"84","2015-01-04 15:31:59",1,"20.5"
220,"33","2015-01-04 15:31:59",1,"20.75"
221,"20","2015-01-04 15:33:18",1,"18.5"
221,"7","2015-01-04 15:33:18",1,"16.5"
221,"48","2015-01-04 15:33:18",1,"12"
222,"15","2015-01-04 15:46:38",1,"17.95"
222,"68","2015-01-04 15:46:38",1,"12.25"
223,"91","2015-01-04 16:08:20",1,"11"
224,"78","2015-01-04 16:39:58",1,"12.75"
224,"39","2015-01-04 16:39:58",1,"16.5"
224,"46","2015-01-04 16:39:58",1,"16"
224,"74","2015-01-04 16:39:58",1,"20.75"
225,"44","2015-01-04 16:41:48",1,"20.75"
225,"86","2015-01-04 16:41:48",1,"16.75"
225,"8","2015-01-04 16:41:48",1,"12.75"
226,"29","2015-01-04 16:59:39",1,"20.5"
227,"86","2015-01-04 17:24:39",1,"16.75"
227,"76","2015-01-04 17:24:39",1,"16"
228,"5","2015-01-04 17:31:24",1,"12.75"
229,"53","2015-01-04 17:37:57",1,"21"
229,"60","2015-01-04 17:37:57",1,"20.75"
229,"65","2015-01-04 17:37:57",1,"12.5"
230,"61","2015-01-04 17:58:38",1,"16.75"
231,"32","2015-01-04 18:04:18",1,"20.75"
231,"72","2015-01-04 18:04:18",1,"12"
231,"45","2015-01-04 18:04:18",1,"12.5"
232,"86","2015-01-04 18:21:59",1,"16.75"
232,"49","2015-01-04 18:21:59",1,"20.75"
233,"81","2015-01-04 18:26:51",1,"12"
